ChEMBL_ID,canonical_smiles,activity_flag,standard_value,pIC50
CHEMBL3261567,C=CCN(CC=C)C(=O)c1cccc(C2SCC(=O)N2c2ccccc2OC)c1,inactive,50000.0,4.301029995663981
CHEMBL560335,C=CCc1cc(/C=C2\SC(=O)NC2=O)c(O)c(-c2cc(/C=C3\SC(=O)NC3=O)c(O)c(CC=C)c2)c1,inactive,76900.0,4.114073660198569
CHEMBL565219,C=CCc1cc(/C=C2\SC(=O)NC2=O)c(O)c(-c2ccc(O)c(CC=C)c2)c1,inactive,91600.0,4.03810452633215
CHEMBL558653,C=CCc1ccc(O)c(-c2cc(/C=C3\SC(=O)NC3=O)c(O)c(CC=C)c2)c1,inactive,101800.0,3.99225222199926
CHEMBL3818310,CC(C)(C)N1/C(=N/c2ccc(Cl)c(C(F)(F)F)c2)SCC1(O)C(F)(F)F,active,3260.0,5.486782399932061
CHEMBL5179225,CC(C)(C)c1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]c5ccccc5c43)S2)cc1,inactive,19340.0,4.713543530253017
CHEMBL5195197,CC(C)(C)c1ccc(C/N=C2\NC(=O)/C(=C3\CCNC(=O)c4[nH]ccc43)S2)cc1,inactive,43870.0,4.357832365595055
OWN_2,O=C1N(CCc2c[NH]c3ccccc32)C(=N\CC)/SC1CC(O)=O,inactive,100000.0,4.0
OWN_16,CC1SC(N(C2CCC(C)CC2)C1=O)C1=CN=C2SC(=CN12)C1CCCCC1,inactive,100000.0,4.0
OWN_21,CC1CCC(CC1)N1C(SCC1=O)C1=CN=C2SC(=CN12)C1CCCCC1,inactive,100000.0,4.0
CHEMBL2316327,CC1Oc2ccc(Br)cc2C=C1/C=C1\SC(=O)N(C)C1=O,inactive,50000.0,4.301029995663981
CHEMBL2316323,CC1Oc2ccc(Br)cc2C=C1/C=C1\SC(=O)NC1=O,inactive,65500.0,4.183758700008217
CHEMBL2316329,CC1Oc2ccc(Br)cc2C=C1/C=C1\SC(=S)N(CC(=O)O)C1=O,inactive,50000.0,4.301029995663981
CHEMBL2316324,CC1Oc2ccc(Br)cc2C=C1/C=C1\SC(=S)NC1=O,inactive,47500.0,4.323306390375134
OWN_13,CC1SC(N(C2CCC(Br)CC2)C1=O)C1=CN=C2SC(=CN12)C1CCCCC1,inactive,100000.0,4.0
OWN_12,CC1SC(N(C2CCC(Cl)CC2)C1=O)C1=CN=C2SC(=CN12)C1CCCCC1,inactive,100000.0,4.0
OWN_14,CC1SC(N(C2CCC(Cl)CC2Cl)C1=O)C1=CN=C2SC(=CN12)C1CCCCC1,inactive,100000.0,4.0
OWN_11,CC1SC(N(C2CCC(F)CC2)C1=O)C1=CN=C2SC(=CN12)C1CCCCC1,inactive,100000.0,4.0
OWN_15,CC1SC(N(C2CCC(CC2)N(=O)=O)C1=O)C1=CN=C2SC(=CN12)C1CCCCC1,inactive,100000.0,4.0
CHEMBL3818182,CCCN1/C(=N/c2ccccc2)SCC1(O)C(F)(F)F,inactive,14320.0,4.844056982028163
CHEMBL3261566,CCN(CC)C(=O)c1cccc(C2SCC(=O)N2c2ccccc2OC)c1,inactive,50000.0,4.301029995663981
CHEMBL4472209,CCN(CC)CCCOc1cc2nccc(Oc3c(F)cc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)cc3F)c2cc1OC,active,450.0,6.346787486224656
CHEMBL258039,CCN(CC)c1ccc(CC(=O)Nc2n[nH]c3ccc(N4CCCS4(=O)=O)cc23)cc1,active,50.0,7.301029995663981
CHEMBL2316328,CCN1C(=O)S/C(=C\C2=Cc3cc(Br)ccc3OC2C)C1=O,inactive,100000.0,4.0
CHEMBL2316330,CCN1C(=O)S/C(=C\C2=Cc3cccc(OC)c3OC2)C1=O,inactive,200000.0,3.6989700043360187
CHEMBL2316318,CCN1C(=O)S/C(=C\C2=Cc3ccccc3OC2)C1=O,inactive,200000.0,3.6989700043360187
CHEMBL4460407,CCN1CCN(CCCCOc2cc3nccc(Oc4c(F)cc(NC(=O)NN5C(=O)CSC5c5c(F)cccc5F)cc4F)c3cc2OC)CC1,active,1390.0,5.856985199745905
CHEMBL4587222,CCN1CCN(CCCOc2cc3nccc(Oc4c(F)cc(NC(=O)NN5C(=O)CSC5c5c(F)cccc5F)cc4F)c3cc2OC)CC1,active,350.0,6.455931955649724
CHEMBL4585340,CCN1CCN(CCCOc2cc3nccc(Oc4ccc(C5SCC(=O)N5NC(=O)Nc5ccc(F)cc5F)cc4F)c3cc2OC)CC1,active,1000.0,6.0
CHEMBL4584914,CCN1CCN(CCOc2cc3nccc(Oc4c(F)cc(NC(=O)NN5C(=O)CSC5c5c(F)cccc5F)cc4F)c3cc2OC)CC1,active,1520.0,5.818156412055227
CHEMBL3793638,CCOc1cc([C@@H]2SCC(=O)N2NC(=O)c2cnc(C)cn2)ccc1O,inactive,267078.323389117,3.573361358757037
CHEMBL3794581,CCOc1cc([C@H]2SCC(=O)N2NC(=O)c2nccnc2N)ccc1O,inactive,224208.1990357209,3.6493485098014267
CHEMBL262615,CCOc1ccc(/C=C2/SC(=O)N(CCN)C2=O)cc1,inactive,25000.0,4.6020599913279625
CHEMBL363555,CCOc1ccc(/C=C2\SC(=O)N(CCN)C2=O)cc1,inactive,25000.0,4.6020599913279625
CHEMBL3261543,CCOc1ccc(N2C(=O)CSC2c2cccc(Br)c2)cc1,active,8980.0,5.0467236633326955
CHEMBL5273830,CCc1ccccc1-n1nc(-c2c[nH]c3ccc(OC)cc23)cc1/N=C1/NC(=O)CS1,inactive,25840.0,4.587707490676953
CHEMBL5271989,CCc1ccccc1-n1nc(-c2c[nH]c3ccccc23)cc1/N=C1/NC(=O)CS1,inactive,25320.0,4.596536298654683
CHEMBL5277541,CCc1ccccc1-n1nc(-c2cn(C)c3ccc(Br)cc23)cc1/N=C1/NC(=O)CS1,inactive,50000.0,4.301029995663981
CHEMBL5290235,CCc1ccccc1-n1nc(-c2cn(C)c3ccc(OC)cc23)cc1/N=C1/NC(=O)CS1,inactive,50000.0,4.301029995663981
CHEMBL5276640,CCc1ccccc1-n1nc(-c2cn(C)c3ccccc23)cc1/N=C1/NC(=O)CS1,inactive,39130.0,4.40749015209932
CHEMBL5280534,CCc1ccccc1-n1nc(-c2cn(CC)c3ccc(Br)cc23)cc1/N=C1/NC(=O)CS1,inactive,33930.0,4.469416140354882
CHEMBL5286192,CCc1ccccc1-n1nc(-c2cn(CC)c3ccc(OC)cc23)cc1/N=C1/NC(=O)CS1,inactive,24240.0,4.6154673845057514
CHEMBL5270461,CCc1ccccc1-n1nc(-c2cn(CC)c3ccccc23)cc1/N=C1/NC(=O)CS1,inactive,32970.0,4.481881052856847
CHEMBL5268900,CCc1ccccc1-n1nc(-c2cn(Cc3ccccc3)c3ccccc23)cc1/N=C1/NC(=O)CS1,inactive,36450.0,4.4383024673460065
CHEMBL4281869,CCn1c(/C=C2\SC(=S)N(CC(=O)O)C2=O)nc2ccccc21,active,9440.0,5.025028005701931
CHEMBL5274642,CCn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3ccc(C#N)cc3)n2)c2cc(Br)ccc21,inactive,36620.0,4.4362816600343224
CHEMBL5277319,CCn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3ccc(C#N)cc3)n2)c2ccccc21,inactive,39210.0,4.406603157699793
CHEMBL5287241,CCn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3ccc(Cl)cc3)n2)c2cc(Br)ccc21,inactive,33670.0,4.472756883611911
CHEMBL5286109,CCn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3ccc(Cl)cc3)n2)c2cc(OC)ccc21,inactive,48100.0,4.317854923626168
CHEMBL5273156,CCn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3ccc(Cl)cc3)n2)c2ccccc21,inactive,38730.0,4.411952503013917
CHEMBL5267600,CCn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3cccc(Cl)c3)n2)c2cc(Br)ccc21,inactive,50000.0,4.301029995663981
CHEMBL5284567,CCn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3cccc(Cl)c3)n2)c2cc(OC)ccc21,inactive,16950.0,4.770830297460899
CHEMBL5281890,CCn1cc(-c2cc(/N=C3/NC(=O)CS3)n(-c3cccc(Cl)c3)n2)c2ccccc21,inactive,26020.0,4.584692707774432
CHEMBL257831,CN(C)c1ccc(CC(=O)Nc2n[nH]c3ccc(N4CCCS4(=O)=O)cc23)cc1,active,350.0,6.455931955649724
CHEMBL3261546,CN(C)c1ccccc1N1C(=O)CSC1c1cccc(Br)c1,inactive,37590.0,4.424927674286187
CHEMBL2316333,CN1C(=O)S/C(=C\C2=Cc3ccccc3OC2)C1=O,inactive,100000.0,4.0
CHEMBL3261545,CNc1ccccc1N1C(=O)CSC1c1cccc(Br)c1,inactive,22560.0,4.646660904688695
CHEMBL3261564,COC(=O)c1cccc(C2SCC(=O)N2c2ccccc2OC)c1,active,290.0,6.5376020021010435
OWN_18,COC1CCC(CC1)N1C(SC(C)C1=O)C1=CN=C2SC(=CN12)C1CCCCC1,inactive,100000.0,4.0
OWN_17,COC1CCC(CC1)N1C(SCC1=O)C1=CN=C2SC(=CN12)C1CCCCC1,inactive,100000.0,4.0
CHEMBL4294863,COc1c(/C=C2\SC(=S)NC2=O)c(NS(=O)(=O)c2cccs2)cc2c1OCO2,inactive,14700.0,4.8326826652518236
CHEMBL4211815,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(CC(=O)N5CCCC5)C4=O)ccc3[nH]2)cc(OC)c1OC,active,910.0,6.040958607678906
CHEMBL4202441,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(CC(=O)N5CCCCC5)C4=O)ccc3[nH]2)cc(OC)c1OC,active,980.0,6.008773924307505
CHEMBL4208063,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(CC(=O)N5CCOCC5)C4=O)ccc3[nH]2)cc(OC)c1OC,active,2930.0,5.533132379645891
CHEMBL4202950,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(CC(=O)c5ccccc5)C4=O)ccc3[nH]2)cc(OC)c1OC,active,880.0,6.055517327849832
CHEMBL4205443,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(Cc5cc(OC)c(OC)c(OC)c5)C4=O)ccc3[nH]2)ccc1OCC(C)C,active,96.0,7.017728766960431
CHEMBL4205346,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(Cc5cccc(C)c5)C4=O)ccc3[nH]2)cc(OC)c1OC,active,930.0,6.031517051446065
CHEMBL4204692,COc1cc(-c2nc3cc(/C=C4\SC(=O)N(Cc5ccccc5)C4=O)ccc3[nH]2)cc(OC)c1OC,active,670.0,6.173925197299173
CHEMBL4214070,COc1cc(-c2nc3cc(/C=C4\SC(=O)NC4=O)ccc3[nH]2)cc(OC)c1OC,active,3570.0,5.447331783887806
CHEMBL4206739,COc1cc(-c2nc3cc(/C=C4\SC(=O)NC4=O)ccc3[nH]2)ccc1OCC(C)C,active,5110.0,5.291579099865287
CHEMBL2260547,COc1cc(-c2nnc(NC(=O)CC3SC(=O)NC3=O)s2)cc(OC)c1OC,inactive,30000.0,4.522878745280337
CHEMBL2236300,COc1cc(/C=C2\SC(=O)N(Cc3ccc(C(=O)O)cc3)C2=O)cc(OC)c1OC,inactive,36000.0,4.443697499232712
CHEMBL4514054,COc1cc(C2(O)CSC(=S)N2C)cc(OC)c1OC,inactive,10200.0,4.991399828238082
CHEMBL4470641,COc1cc(C2(O)CSC(=S)N2Cc2ccc(Cl)cc2)cc(OC)c1OC,inactive,11600.0,4.935542010773082
CHEMBL4546563,COc1cc(C2(O)CSC(=S)N2Cc2ccc(F)cc2)cc(OC)c1OC,inactive,21400.0,4.669586226650809
CHEMBL4474040,COc1cc(C2(O)CSC(=S)N2Cc2ccccc2)cc(OC)c1OC,inactive,12800.0,4.892790030352131
CHEMBL4559946,COc1cc(C2(O)CSC(=S)N2Cc2ccccc2Cl)cc(OC)c1OC,inactive,14600.0,4.835647144215563
CHEMBL4218601,COc1cc(CN2C(=O)S/C(=C\c3ccc4[nH]c(-c5cc(OC)c(OC)c(OC)c5)nc4c3)C2=O)cc(OC)c1OC,active,530.0,6.275724130399211
CHEMBL4295191,COc1cc(Cn2c(/C=C3\SC(=S)N(CC(=O)O)C3=O)nc3ccccc32)cc(OC)c1,active,5170.0,5.286509456906058
CHEMBL4551871,COc1cc(OC)c(-c2cn3ccc(N4CCC(N5CCCS5(=O)=O)CC4)cc3n2)cc1Cl,active,1700.0,5.769551078621726
CHEMBL4210427,COc1cc(OC)c(-c2nc3cc(/C=C4\SC(=O)N(CC(=O)N5CCCCC5)C4=O)ccc3[nH]2)cc1OC,inactive,14500.0,4.838631997765025
CHEMBL4215304,COc1cc(OC)c(-c2nc3cc(/C=C4\SC(=O)N(CC(=O)N5CCOCC5)C4=O)ccc3[nH]2)cc1OC,active,660.0,6.180456064458132
CHEMBL4218732,COc1cc(OC)c(-c2nc3cc(/C=C4\SC(=O)N(Cc5cccc(C)c5)C4=O)ccc3[nH]2)cc1OC,active,130.0,6.886056647693163
CHEMBL4218483,COc1cc(OC)c(-c2nc3cc(/C=C4\SC(=O)NC4=O)ccc3[nH]2)cc1OC,active,1840.0,5.735182176990463
CHEMBL3794028,COc1cc([C@@H]2SCC(=O)N2NC(=O)c2cnc(C)cn2)ccc1O,inactive,172754.89393582035,3.7625696407455664
CHEMBL4462008,COc1cc2c(Oc3c(F)cc(NC(=O)NN4C(=O)C(C)(C)SC4c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCCC1,active,1450.0,5.838631997765025
CHEMBL4470627,COc1cc2c(Oc3c(F)cc(NC(=O)NN4C(=O)C(C)SC4c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCCC1,active,830.0,6.080921907623926
CHEMBL4552334,COc1cc2c(Oc3c(F)cc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,active,970.0,6.013228265733755
CHEMBL4472443,COc1cc2c(Oc3c(F)cc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCC(N2CCCCC2)CC1,active,380.0,6.42021640338319
CHEMBL4460068,COc1cc2c(Oc3c(F)cc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCCC1,active,560.0,6.251811972993799
CHEMBL4451737,COc1cc2c(Oc3c(F)cc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,active,510.0,6.292429823902063
CHEMBL4483794,COc1cc2c(Oc3c(F)cc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCc2sccc2C1,inactive,20000.0,4.698970004336019
CHEMBL4522971,COc1cc2c(Oc3c(F)cc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1C[C@H]2CCCC[C@H]2C1,active,1930.0,5.714442690992226
CHEMBL4468182,COc1cc2c(Oc3c(F)cc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)cc3F)ccnc2cc1OCCN1CCC(N2CCCCC2)CC1,active,2380.0,5.623423042943488
CHEMBL4437195,COc1cc2c(Oc3c(F)cc(NC(=S)NN4C(=O)CSC4c4c(F)cccc4F)cc3F)ccnc2cc1OCCCN1CCCC1,active,690.0,6.161150909262744
CHEMBL4445015,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4cc(F)cc(F)c4)cc3)ccnc2cc1OCCCN1CCOCC1,active,6100.0,5.214670164989233
CHEMBL4582080,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(Cl)cc4)cc3)ccnc2cc1OCCCN1CCOCC1,active,6700.0,5.173925197299174
CHEMBL4456688,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)c(F)c4F)cc3)ccnc2cc1OCCCN1CCOCC1,active,5500.0,5.259637310505756
CHEMBL4456494,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)cc4)cc3)ccnc2cc1OCCCN1CCOCC1,active,4900.0,5.309803919971486
CHEMBL4467951,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)cc4F)c(Cl)c3)ccnc2cc1OCCCN1CCOCC1,active,6100.0,5.214670164989233
CHEMBL4562312,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)cc4F)c(F)c3)ccnc2cc1OCCCN1CCOCC1,active,4600.0,5.337242168318426
CHEMBL4160329,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)cc4F)cc3)ccnc2cc1OCCCN1CCOCC1,active,6000.0,5.221848749616356
CHEMBL4460608,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)cc4F)cc3Cl)ccnc2cc1OCCCN1CCOCC1,active,6700.0,5.173925197299174
CHEMBL4440871,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)cc4F)cc3F)ccnc2cc1OCCCN1CCCN(C)CC1,active,710.0,6.1487416512809245
CHEMBL4446992,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)cc4F)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,active,650.0,6.187086643357144
CHEMBL4455726,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccc(F)cc4F)cc3F)ccnc2cc1OCCCN1CCOCC1,active,2100.0,5.6777807052660805
CHEMBL4577182,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4cccc(Cl)c4)cc3)ccnc2cc1OCCCN1CCOCC1,active,8900.0,5.050609993355087
CHEMBL4442035,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccccc4)cc3)ccnc2cc1OCCCN1CCOCC1,active,8700.0,5.060480747381382
CHEMBL4550253,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccccc4Cl)cc3)ccnc2cc1OCCCN1CCOCC1,active,8500.0,5.070581074285707
CHEMBL4170935,COc1cc2c(Oc3ccc(C4SCC(=O)N4NC(=O)Nc4ccccc4F)cc3)ccnc2cc1OCCCN1CCOCC1,active,7000.0,5.154901959985743
CHEMBL4586642,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)c(Cl)c3)ccnc2cc1OCCCN1CCCC1,active,960.0,6.017728766960431
CHEMBL4563995,COc1cc2c(Oc3ccc(NC(=O)NN4C(=O)CSC4c4c(F)cccc4F)c4ccccc34)ccnc2cc1OCCCN1CCCC1,active,2360.0,5.627087997029894
